Supplier_ID,Business_Name,Owner_Name,Country,City,Address,Phone,Email,Website,Category,Main_Products,Business_Type,Year_Established,Employees,Annual_Export_Volume_USD,Min_Order_Quantity,Export_Markets,Certifications,Rating,Payment_Terms,Lead_Time_Days
SUP006107,Faisalabad Furnishings Exports,Victoria Ortiz,Pakistan,Multan,"480 Business Park, Multan, Pakistan",+92-39350-00787,info@faisalabadfurnishing.pk,www.faisalabadfurnishing.com,Furniture,"Wooden Cabinets, Sofas, Outdoor Furniture",Manufacturer & Exporter,1992,1914,23089,119 kg,"South America, Sub-Saharan Africa, North Africa, Western Europe","FSSAI, CE Certified",3.5,Telegraphic Transfer (T/T),64
SUP006108,Drinks Co Overseas Co.,Kristen Brewer,Tanzania,Dar es Salaam,"367 Free Zone, Dar es Salaam, Tanzania",+255-7667-18273,kristen954@gmail.com,www.drinkscooverseasco.com,Beverages,"Bottled Water, Herbal Teas, Wine, Energy Drinks, Coffee Concentrates",Manufacturer & Exporter,1993,119,9303013,186 kg,"Western Europe, North Africa, Southeast Asia",ISO 22000,4.2,Net 30 Days,71
SUP006109,Leather Works Overseas Inc.,Erika Sanders,United States,New York,"739 Export Zone, New York, United States",+1-91359-59147,contact@leatherworksoverseas.com,www.leatherworksoverseas.com,Leather Goods,"Jackets, Wallets, Leather Upholstery, Leather Bags",Manufacturer & Exporter,1988,116,6013103,503 pieces,"Middle East, Sub-Saharan Africa, CIS Countries","Organic Certified, Fair Trade Certified",3.5,Open Account,19
SUP006110,Dammam MetalWorks Est.,Michael Cox,Saudi Arabia,Dammam,"252 Business Park, Dammam, Saudi Arabia",+966-7081-21536,info@dammammetalworksest.sa,www.dammammetalworksest.com,Metals & Minerals,"Brass Fittings, Aluminum Ingots, Stainless Steel Pipes",Sole Proprietor Exporter,2009,12,97923,4166 sets,"North Africa, South Asia, Southeast Asia, CIS Countries","HACCP, GMP Certified",4.7,Telegraphic Transfer (T/T),43
SUP006111,Games Co Overseas Pty Ltd,Hayden Miller,South Africa,Cape Town,"986 Main Road, Cape Town, South Africa",+27-7425-19785,info@gamescooverseasptylt.za,www.gamescooverseasptylt.za,Toys & Games,"Action Figures, Building Blocks, Remote Control Cars, Board Games, Puzzle Sets",Sole Proprietor Exporter,2022,7,29458,787 units,"North Africa, Sub-Saharan Africa, Oceania, Western Europe",BRC Certified,3.1,Telegraphic Transfer (T/T),19
SUP006112,Star Gems Pvt Ltd,James Olsen,Sri Lanka,Colombo,"284 Export Zone, Colombo, Sri Lanka",+94-5676-41891,sales@stargemspvtltd.com,www.stargemspvtltd.lk,Jewelry & Gemstones,"Fashion Jewelry, Diamond Rings, Gemstone Beads",Manufacturer & Exporter,2016,2220,828090,258 kg,"Southeast Asia, Middle East, Oceania, North Africa","HACCP, RoHS Compliant, FSSAI",4.9,Letter of Credit (L/C),38
SUP006113,Demir Biotech A.S.,Ledun Sabettin Aslan,Turkey,Ankara,"516 Business Park, Ankara, Turkey",+90-54014-54854,info@demirbiotechas.com,www.demirbiotechas.com,Pharmaceuticals & Healthcare,"Nutritional Supplements, Ayurvedic Products, Medical Devices",Manufacturer & Exporter,1976,89,65140400,2557 units,"Southeast Asia, Sub-Saharan Africa, Oceania","HACCP, ISO 22000, ISO 9001",4.3,Open Account,61
SUP006114,Leeds Circuits PLC,Frances Ward,United Kingdom,Leeds,"625 Industrial Area, Leeds, United Kingdom",+44-77238-66826,export@leedscircuitsplc.uk,www.leedscircuitsplc.com,Electronics & Electrical,"Mobile Accessories, Inverters, Surveillance Cameras, Home Appliances",Manufacturer,1993,1506,45561,4121 boxes,"Eastern Europe, Southeast Asia, CIS Countries, South America","FSSAI, Organic Certified, RoHS Compliant",3.2,Letter of Credit (L/C),15
SUP006115,Prime Sports Trading,Maria Schroeder MD,Ethiopia,Addis Ababa,"867 Market Road, Addis Ababa, Ethiopia",+251-8708-96308,enquiry@primesportstrading.et,www.primesportstrading.et,Sports Goods,"Cricket Bats, Footballs, Boxing Gloves",Wholesaler,2004,62,414653,1320 tons,"CIS Countries, South Asia",FSSAI,3.5,Open Account,54
SUP006116,Hodge Gems Nig. Ltd,Gloria Bell,Nigeria,Lagos,"829 Free Zone, Lagos, Nigeria",+234-35270-89483,sales@hodgegemsnigltd.com,www.hodgegemsnigltd.com,Jewelry & Gemstones,"Gemstone Beads, Silver Ornaments, Gold Jewelry",Distributor,2017,186,542439,736 tons,"Middle East, Eastern Europe, North America, Sub-Saharan Africa","GMP Certified, ISO 22000, Fair Trade Certified",4.8,Telegraphic Transfer (T/T),54
SUP006117,Auckland Industries Group,Lily Gill,New Zealand,Auckland,"224 Market Road, Auckland, New Zealand",+64-1185-04296,export@aucklandindustriesgr.com,www.aucklandindustriesgr.com,Chemicals & Petrochemicals,"Fertilizers, Industrial Chemicals, Plastic Resins",Sole Proprietor Exporter,1979,6,628425,4857 units,"South Asia, North Africa","ISO 22000, SEDEX, CE Certified",4.9,Letter of Credit (L/C),87
SUP006118,Daragan Paper Products LLC,Amaliia Zarudna,Ukraine,Lviv,"662 Industrial Area, Lviv, Ukraine",+380-1278-21560,amaliia724@outlook.com,www.daraganpaperproducts.ua,Paper & Packaging,"Paper Bags, Cardboard Sheets, Tissue Paper, Printing Paper, Notebooks",Manufacturer,1997,182,48343300,1569 boxes,"CIS Countries, South America, Southeast Asia","GMP Certified, Halal Certified",3.6,Net 60 Days,77
SUP006119,Salamanca Crafts Ltda.,Manu Valencia Goni,Chile,Santiago,"219 Trade Center, Santiago, Chile",+56-0559-25990,manu@hotmail.com,www.salamancacraftsltda.com,Handicrafts & Home Decor,"Wooden Furniture, Ceramic Pottery, Decorative Mirrors, Candle Holders, Stone Carvings",Manufacturer & Exporter,1992,936,924028,2430 sets,"Middle East, Oceania, South Asia",ISO 9001,4.9,Cash Against Documents (CAD),44
SUP006120,Weavers Worldwide Exports,Rebecca Clark,Sri Lanka,Galle,"287 Commercial Street, Galle, Sri Lanka",+94-8856-71977,rebecca.clark@hotmail.com,www.weaversworldwideexpo.lk,Textiles & Apparel,"School Uniforms, Baby Clothing, Woolen Sweaters",Trading Company,2008,849,7060900,2875 pieces,"Sub-Saharan Africa, East Asia, South Asia, North America","GMP Certified, ISO 22000",4.7,100% Advance,37
SUP006121,Elite Cosmetics Sp. z o.o.,pan Marek Aleksiejuk,Poland,Krakow,"906 Market Road, Krakow, Poland",+48-0850-19339,export@elitecosmeticsspzoo.pl,www.elitecosmeticsspzoo.com,Cosmetics & Personal Care,"Haircare Products, Perfumes, Essential Oils, Cosmetic Kits, Herbal Soaps",Distributor,2017,861,6310558,4380 units,"Sub-Saharan Africa, South America",ISO 9001,3.9,Cash Against Documents (CAD),70
SUP006122,Apex Industrial Equipment N.V.,Duuk Nek-Wouters van Eijndhoven,Netherlands,The Hague,"357 Market Road, The Hague, Netherlands",+31-8329-43765,duuk@yahoo.com,www.apexindustrialequipm.nl,Machinery & Industrial Equipment,"Industrial Pumps, Conveyor Belts, Hydraulic Presses, Welding Equipment",Sole Proprietor Exporter,1976,43,78578,1774 pieces,"South America, Oceania, Eastern Europe","SEDEX, CE Certified",3.1,Net 30 Days,55
SUP006123,Guayaquil Woodworks S.A.,Gracia Rosado Valls,Ecuador,Quito,"239 Trade Center, Quito, Ecuador",+593-7757-21017,export@guayaquilwoodworkssa.ec,www.guayaquilwoodworkssa.com,Furniture,"Bed Frames, Outdoor Furniture, Dining Tables",Trading Company,1978,38,66657,176 tons,"Sub-Saharan Africa, South America, Middle East","Halal Certified, GMP Certified",3.5,Telegraphic Transfer (T/T),25
SUP006124,Sunrise Minerals S.A.,Caroline Araujo,Brazil,Sao Paulo,"998 Export Zone, Sao Paulo, Brazil",+55-48043-004303,caroline@gmail.com,www.sunrisemineralssa.com,Metals & Minerals,"Zinc Alloys, Copper Wires, Aluminum Ingots, Stainless Steel Pipes",Distributor,1987,44,48399,972 sets,"Southeast Asia, Sub-Saharan Africa","RoHS Compliant, FSSAI",3.7,"30% Advance, 70% on Delivery",67
SUP006125,Horizon SportsGear Group,Alain Vasseur de Bousquet,France,Paris,"788 Commercial Street, Paris, France",+33-5663-80775,enquiry@horizonsportsgeargro.com,www.horizonsportsgeargro.fr,Sports Goods,"Yoga Mats, Boxing Gloves, Sportswear, Badminton Rackets, Cricket Bats",Manufacturer & Exporter,2009,740,2714325,2402 tons,"South America, CIS Countries, Western Europe",Fair Trade Certified,3.5,Cash Against Documents (CAD),83
SUP006126,PlayWorks Worldwide Sp. z o.o.,Stefan Bugno,Poland,Wroclaw,"237 Market Road, Wroclaw, Poland",+48-3899-62022,stefan@yahoo.com,www.playworksworldwidesp.pl,Toys & Games,"Soft Toys, Action Figures, Educational Toys, Board Games, Remote Control Cars",Manufacturer & Exporter,2009,82,362021,3393 boxes,"East Asia, North America","OEKO-TEX, ISO 14001",5.0,Telegraphic Transfer (T/T),16
SUP006127,Russell Tanners Group,Joanna Carter,Ireland,Dublin,"45 Free Zone, Dublin, Ireland",+353-2889-90047,contact@russelltannersgroup.ie,www.russelltannersgroup.ie,Leather Goods,"Leather Gloves, Jackets, Leather Shoes, Leather Upholstery",Trading Company,1985,357,11334305,2929 kg,"Southeast Asia, Western Europe, CIS Countries, Oceania","RoHS Compliant, CE Certified",3.2,Net 60 Days,77
SUP006128,PlayWorks International S.A.S.,Rufina Macias Segarra,Colombia,Medellin,"633 Free Zone, Medellin, Colombia",+57-91930-50972,sales@playworksinternation.co,www.playworksinternation.com,Toys & Games,"Remote Control Cars, Puzzle Sets, Board Games, Educational Toys, Building Blocks",Distributor,1997,60,5946620,2865 sets,"East Asia, Southeast Asia, Western Europe, Sub-Saharan Africa","Fair Trade Certified, WRAP Certified",4.4,Cash Against Documents (CAD),59
SUP006129,Packaging Co Overseas Ltd,Jaime Herrera,Nigeria,Abuja,"757 Free Zone, Abuja, Nigeria",+234-86042-65461,jaime.herrera@hotmail.com,www.packagingcooverseasl.com,Paper & Packaging,"Corrugated Boxes, Tissue Paper, Notebooks, Paper Bags, Printing Paper",Trading Company,2020,3548,3814051,2514 boxes,"CIS Countries, Eastern Europe, Western Europe",GMP Certified,3.7,Net 60 Days,6
SUP006130,Sunrise Beverages Group,Anne Mortensen,Denmark,Copenhagen,"26 Commercial Street, Copenhagen, Denmark",+45-0403-3107,anne.mortensen@outlook.com,www.sunrisebeveragesgrou.dk,Beverages,"Bottled Water, Soft Drinks, Herbal Teas, Fruit Juices",Wholesaler,2015,32,270308,4721 units,"Eastern Europe, Middle East","OEKO-TEX, HACCP",3.2,Net 60 Days,81
SUP006131,Circuits Overseas OJSC,Nadezhda Romanovna Titova,Russia,Moscow,"744 Industrial Area, Moscow, Russia",+7-34775-11882,sales@circuitsoverseasojsc.com,www.circuitsoverseasojsc.ru,Electronics & Electrical,"Power Cables, Batteries, Home Appliances, Surveillance Cameras",Manufacturer,1995,820,4143002,159 boxes,"Middle East, Sub-Saharan Africa, North America, Oceania","OEKO-TEX, ISO 9001",3.5,Cash Against Documents (CAD),34
SUP006132,Eftimie Infra Materials SA,Gheorghita Voinea,Romania,Bucharest,"785 Free Zone, Bucharest, Romania",+40-0516-39675,info@eftimieinframaterial.ro,www.eftimieinframaterial.com,Construction Materials,"Marble Slabs, Ceramic Tiles, Steel Bars, Bricks, Granite Stones",Distributor,2022,3569,817015,2610 pieces,"Sub-Saharan Africa, North Africa","FSSAI, Halal Certified",3.2,Cash Against Documents (CAD),47
SUP006133,Incheon Agro Corporation,jijeongsun,South Korea,Incheon,"159 Industrial Area, Incheon, South Korea",+82-13363-76735,contact@incheonagrocorporati.com,www.incheonagrocorporati.com,Agriculture & Food Products,"Wheat Flour, Pulses & Lentils, Organic Spices",Manufacturer & Exporter,2013,984,66662,4191 kg,"North Africa, Middle East","ISO 22000, RoHS Compliant",4.5,Net 60 Days,61
SUP006134,Foods Enterprises Corporation,gimyeongil,South Korea,Busan,"863 Main Road, Busan, South Korea",+82-11343-95060,gimyeongil640@gmail.com,www.foodsenterprisescorp.kr,Agriculture & Food Products,"Honey, Basmati Rice, Coffee Beans, Dried Fruits, Pulses & Lentils",Manufacturer,1998,182,22019148,3609 tons,"Southeast Asia, North Africa, Western Europe",ISO 22000,3.2,Open Account,34
SUP006135,Du ChemWorks Trading Ltd,He Long,Hong Kong,Hong Kong,"202 Free Zone, Hong Kong, Hong Kong",+852-0157-4830,info@duchemworkstradinglt.hk,www.duchemworkstradinglt.hk,Chemicals & Petrochemicals,"Pesticides, Plastic Resins, Lubricants",Distributor,2011,95,41299,4410 sets,"Sub-Saharan Africa, North America, South Asia, East Asia","OEKO-TEX, FSSAI",3.6,Net 60 Days,88
SUP006136,Athletics Enterprises Co. Ltd,Wang Shu Zhen,Taiwan,Taipei,"665 Main Road, Taipei, Taiwan",+886-1058-63870,contact@athleticsenterprises.tw,www.athleticsenterprises.tw,Sports Goods,"Sportswear, Cricket Bats, Gym Equipment, Badminton Rackets",Manufacturer & Exporter,2013,2872,3232068,4161 boxes,"CIS Countries, South America, Southeast Asia","OEKO-TEX, CE Certified",4.7,Net 30 Days,88
SUP006137,Hill Construction LLC,Andrew Wright,Kuwait,Kuwait City,"677 Trade Center, Kuwait City, Kuwait",+965-1265-3911,andrew@yahoo.com,www.hillconstructionllc.com,Construction Materials,"Sanitaryware, Marble Slabs, Bricks",Wholesaler,1989,1270,37499,2950 boxes,"South Asia, Southeast Asia, East Asia","SEDEX, ISO 14001, OEKO-TEX",3.9,Net 60 Days,70
SUP006138,Moscow Fitness Co OJSC,Leonid Kharlampovich Kulagin,Russia,Saint Petersburg,"580 Main Road, Saint Petersburg, Russia",+7-28374-83183,sales@moscowfitnesscoojsc.ru,www.moscowfitnesscoojsc.com,Sports Goods,"Boxing Gloves, Badminton Rackets, Footballs",Manufacturer,2012,3699,3964195,2724 sets,"Oceania, Eastern Europe, Western Europe, East Asia","OEKO-TEX, Organic Certified, Fair Trade Certified",3.8,Telegraphic Transfer (T/T),31
SUP006139,Paper Mills Worldwide Lda.,Igor Nascimento-Mendes,Portugal,Porto,"133 Free Zone, Porto, Portugal",+351-3999-31485,info@papermillsworldwidel.com,www.papermillsworldwidel.com,Paper & Packaging,"Corrugated Boxes, Cardboard Sheets, Paper Bags, Printing Paper, Tissue Paper",Distributor,2014,3260,69120,1335 units,"South Asia, North America, North Africa, Middle East","OEKO-TEX, FSSAI",3.6,Letter of Credit (L/C),74
SUP006140,Castillo MachineTech Group,Eric Bradley,Malaysia,Penang,"192 Commercial Street, Penang, Malaysia",+60-1740-76968,enquiry@castillomachinetechg.my,www.castillomachinetechg.com,Machinery & Industrial Equipment,"Hydraulic Presses, CNC Machines, Welding Equipment, Air Compressors, Generators",Sole Proprietor Exporter,2000,669,4210997,450 sets,"Eastern Europe, Sub-Saharan Africa","GMP Certified, BRC Certified, SEDEX",4.2,Open Account,44
SUP006141,Games Co Worldwide Exports,Tina Carpenter,Pakistan,Karachi,"876 Free Zone, Karachi, Pakistan",+92-25705-70139,sales@gamescoworldwideexpo.com,www.gamescoworldwideexpo.com,Toys & Games,"Board Games, Soft Toys, Remote Control Cars, Educational Toys, Puzzle Sets",Manufacturer,2015,170,28996321,1974 pieces,"CIS Countries, East Asia, Eastern Europe",Organic Certified,3.3,Cash Against Documents (CAD),40
SUP006142,Alloys Worldwide LLC,Joshua Dennis,Kuwait,Kuwait City,"339 Trade Center, Kuwait City, Kuwait",+965-3196-9430,joshua.dennis@yahoo.com,www.alloysworldwidellc.com,Metals & Minerals,"Copper Wires, Iron Ore, Aluminum Ingots, Stainless Steel Pipes",Manufacturer,1991,28,7454695,4403 sets,"South Asia, Western Europe",HACCP,3.6,100% Advance,7
SUP006143,Belo Horizonte Naturals Ltda.,Eduarda Nascimento,Brazil,Rio de Janeiro,"857 Market Road, Rio de Janeiro, Brazil",+55-97635-207959,eduarda@gmail.com,www.belohorizontenatural.com,Cosmetics & Personal Care,"Beauty Tools, Skincare Products, Perfumes, Herbal Soaps",Sole Proprietor Exporter,2000,744,9794401,1540 units,"Western Europe, Eastern Europe, Middle East",Organic Certified,4.9,Cash Against Documents (CAD),33
SUP006144,Poly Industries Worldwide Ltd,Candice Ross,Ghana,Kumasi,"472 Free Zone, Kumasi, Ghana",+233-9422-15860,contact@polyindustriesworldw.com,www.polyindustriesworldw.com,Plastics & Packaging,"Packaging Films, Plastic Crates, Plastic Pipes, Plastic Containers",Wholesaler,2007,18,58031,3712 kg,"Sub-Saharan Africa, North Africa","FSSAI, Fair Trade Certified, Halal Certified",3.4,100% Advance,44
SUP006145,Doha SportsGear LLC,Dawn Anderson,Qatar,Doha,"517 Main Road, Doha, Qatar",+974-7202-1390,sales@dohasportsgearllc.com,www.dohasportsgearllc.com,Sports Goods,"Badminton Rackets, Footballs, Boxing Gloves, Sportswear, Yoga Mats",Trading Company,1984,839,6469873,930 kg,"East Asia, Western Europe, South America",WRAP Certified,4.4,Telegraphic Transfer (T/T),12
SUP006146,Jewels Worldwide Zrt.,Katonane Kovacs Edina,Hungary,Debrecen,"682 Export Zone, Debrecen, Hungary",+36-4535-35854,katonane@hotmail.com,www.jewelsworldwidezrt.com,Jewelry & Gemstones,"Anklets, Silver Ornaments, Pearl Necklaces, Gold Jewelry, Fashion Jewelry",Manufacturer,2021,139,172073,532 sets,"Eastern Europe, North Africa, Southeast Asia",BRC Certified,4.5,Net 30 Days,31
SUP006147,Paper Mills Enterprises Ltda.,Guiomar Rivero Garriga,Colombia,Medellin,"516 Industrial Area, Medellin, Colombia",+57-53765-56128,export@papermillsenterprise.co,www.papermillsenterprise.com,Paper & Packaging,"Cardboard Sheets, Tissue Paper, Corrugated Boxes, Printing Paper, Notebooks",Trading Company,1993,49,56610,1592 units,"Oceania, Eastern Europe, South America, North Africa","Fair Trade Certified, ISO 9001, HACCP",4.9,Net 60 Days,43
SUP006148,Tunis Minerals S.A.,Joseph Lagarde-Vallee,Tunisia,Tunis,"565 Industrial Area, Tunis, Tunisia",+216-2309-4064,export@tunismineralssa.tn,www.tunismineralssa.com,Metals & Minerals,"Aluminum Ingots, Copper Wires, Zinc Alloys, Stainless Steel Pipes",Sole Proprietor Exporter,1987,20,15159361,3569 kg,"Eastern Europe, Oceania","OEKO-TEX, Halal Certified",3.6,Open Account,90
SUP006149,Ojeda Packaging Co S.R.L.,Mateo Francesco Moreno Rios,Argentina,Buenos Aires,"400 Industrial Area, Buenos Aires, Argentina",+54-72015-34218,contact@ojedapackagingcosrl.com,www.ojedapackagingcosrl.com.ar,Paper & Packaging,"Notebooks, Paper Bags, Printing Paper, Tissue Paper, Cardboard Sheets",Sole Proprietor Exporter,2022,1048,472085,3111 kg,"South America, East Asia, Sub-Saharan Africa, Middle East",ISO 9001,4.8,100% Advance,81
SUP006150,Ornaments Enterprises S.A.,Lucia Samuel Gomez,Argentina,Buenos Aires,"451 Trade Center, Buenos Aires, Argentina",+54-99610-51125,lucia@hotmail.com,www.ornamentsenterprises.com,Jewelry & Gemstones,"Silver Ornaments, Gemstone Beads, Gold Jewelry",Wholesaler,2005,833,86133644,2955 sets,"South Asia, East Asia",RoHS Compliant,3.7,100% Advance,32
SUP006151,Cui PolyPack Trading Ltd,Tong Hui,Hong Kong,Hong Kong,"705 Industrial Area, Hong Kong, Hong Kong",+852-4146-3222,tong@hotmail.com,www.cuipolypacktradinglt.hk,Plastics & Packaging,"Bubble Wrap, Foam Packaging, Packaging Films",Manufacturer,2016,147,899102,567 pieces,"Sub-Saharan Africa, North Africa, North America","CE Certified, Fair Trade Certified",4.9,"30% Advance, 70% on Delivery",5
SUP006152,Royal Beverages Co. Ltd,Vu Vu,Vietnam,Ho Chi Minh City,"845 Market Road, Ho Chi Minh City, Vietnam",+84-7979-41157,vu895@outlook.com,www.royalbeveragescoltd.vn,Beverages,"Soft Drinks, Energy Drinks, Wine, Herbal Teas",Manufacturer,2023,2036,398546,3039 kg,"CIS Countries, North Africa, South Asia, North America","Organic Certified, SEDEX",3.8,Telegraphic Transfer (T/T),38
SUP006153,Klek Agro Sp. z o.o.,Adrian Rejek,Poland,Wroclaw,"874 Business Park, Wroclaw, Poland",+48-5610-47702,contact@klekagrospzoo.com,www.klekagrospzoo.pl,Agriculture & Food Products,"Cashew Nuts, Organic Spices, Frozen Vegetables",Wholesaler,2004,26,48533846,3905 pieces,"North America, Western Europe","SEDEX, GMP Certified, Organic Certified",3.3,Open Account,53
SUP006154,SportsGear International Ltd,Kimberley Lambert,Ireland,Dublin,"687 Commercial Street, Dublin, Ireland",+353-0085-42637,info@sportsgearinternatio.ie,www.sportsgearinternatio.com,Sports Goods,"Footballs, Boxing Gloves, Gym Equipment, Yoga Mats, Sportswear",Distributor,2001,144,456618,3749 pieces,"Western Europe, Southeast Asia, Middle East",ISO 14001,4.5,Cash Against Documents (CAD),59
SUP006155,Oslo PolyPack Group,Monica Madsen,Norway,Bergen,"363 Commercial Street, Bergen, Norway",+47-4590-6937,monica191@yahoo.com,www.oslopolypackgroup.com,Plastics & Packaging,"Foam Packaging, Plastic Containers, Plastic Pipes",Distributor,1995,2964,7531347,4871 pieces,"South America, South Asia","Organic Certified, BRC Certified",3.9,100% Advance,36
SUP006156,Kumasi Furnishings Group,Diane Moran,Ghana,Accra,"106 Industrial Area, Accra, Ghana",+233-2879-92228,diane20@outlook.com,www.kumasifurnishingsgro.com,Furniture,"Wooden Cabinets, Modular Kitchens, Office Furniture, Recliners",Manufacturer,1989,4069,42021,884 units,"East Asia, North Africa, Sub-Saharan Africa",CE Certified,3.5,Net 30 Days,28
SUP006157,Hides Enterprises Group,Georgina Ibarra,Mexico,Mexico City,"444 Export Zone, Mexico City, Mexico",+52-63968-47204,info@hidesenterprisesgrou.mx,www.hidesenterprisesgrou.mx,Leather Goods,"Belts, Wallets, Leather Shoes, Jackets, Leather Bags",Distributor,2021,3688,557172,3046 pieces,"South America, North America","BRC Certified, Halal Certified, ISO 22000",4.4,Net 30 Days,68
SUP006158,Life Sciences International Inc.,David Owen,United States,Chicago,"380 Commercial Street, Chicago, United States",+1-32690-96252,david@gmail.com,www.lifesciencesinternat.com,Pharmaceuticals & Healthcare,"Medical Devices, Nutritional Supplements, First Aid Kits, Syringes",Sole Proprietor Exporter,1999,201,23814192,2769 units,"Oceania, Eastern Europe","Organic Certified, Halal Certified, ISO 22000",3.3,Letter of Credit (L/C),66
SUP006159,Foods International S.A.,Sr. Samuel Carvalho,Brazil,Sao Paulo,"524 Main Road, Sao Paulo, Brazil",+55-86081-981192,sr@gmail.com,www.foodsinternationalsa.com.br,Agriculture & Food Products,"Pulses & Lentils, Dried Fruits, Basmati Rice",Manufacturer & Exporter,1999,137,40343,3812 boxes,"East Asia, North America, North Africa, Western Europe",GMP Certified,4.1,Telegraphic Transfer (T/T),70
SUP006160,Universal Construction AG,Hilda Mader,Switzerland,Geneva,"221 Industrial Area, Geneva, Switzerland",+41-6591-73886,hilda@hotmail.com,www.universalconstructio.com,Construction Materials,"Cement, Granite Stones, Roofing Sheets, Bricks, Marble Slabs",Manufacturer & Exporter,1977,14,9655026,2428 boxes,"Eastern Europe, Western Europe, CIS Countries","RoHS Compliant, Fair Trade Certified",4.0,Cash Against Documents (CAD),34
SUP006161,Brno Packaging Co s.r.o.,Ludek Beranek,Czech Republic,Prague,"343 Export Zone, Prague, Czech Republic",+420-8741-58995,export@brnopackagingcosro.com,www.brnopackagingcosro.com,Paper & Packaging,"Corrugated Boxes, Printing Paper, Tissue Paper, Notebooks, Paper Bags",Manufacturer & Exporter,2017,650,84822192,452 sets,"North Africa, CIS Countries, Middle East",HACCP,4.1,Open Account,39
SUP006162,Golden Chemicals Corporation,simyeonghyi,South Korea,Busan,"264 Business Park, Busan, South Korea",+82-12478-60685,sales@goldenchemicalscorpo.kr,www.goldenchemicalscorpo.com,Chemicals & Petrochemicals,"Pesticides, Adhesives, Fertilizers, Textile Dyes, Solvents",Manufacturer & Exporter,2011,200,973837,2573 tons,"South Asia, North Africa, Oceania","Halal Certified, SEDEX",3.3,Telegraphic Transfer (T/T),49
SUP006163,Premium Marine Exports Industries,chidchnk nwlchwii,Thailand,Bangkok,"616 Main Road, Bangkok, Thailand",+66-4590-56152,sales@premiummarineexports.th,www.premiummarineexports.th,Seafood & Marine Products,"Lobster, Dried Fish, Fish Fillets",Manufacturer,2013,842,34306,3189 sets,"East Asia, Southeast Asia, Eastern Europe","RoHS Compliant, CE Certified, HACCP",4.0,Cash Against Documents (CAD),88
SUP006164,Sanchez Furniture Trading Co,Derrick Carter,Kuwait,Kuwait City,"530 Export Zone, Kuwait City, Kuwait",+965-6294-5610,derrick@yahoo.com,www.sanchezfurnituretrad.com,Furniture,"Modular Kitchens, Wooden Cabinets, Outdoor Furniture, Office Furniture, Dining Tables",Wholesaler,2000,744,59609344,1608 pieces,"North Africa, Eastern Europe, East Asia",Fair Trade Certified,4.0,Open Account,26
SUP006165,gim Circuits Co. Ltd,gimseungmin,South Korea,Busan,"533 Trade Center, Busan, South Korea",+82-14621-72645,gimseungmin@gmail.com,www.gimcircuitscoltd.com,Electronics & Electrical,"Batteries, Power Cables, Solar Panels, LED Lights",Sole Proprietor Exporter,1989,3366,290787,3222 tons,"Western Europe, CIS Countries, Sub-Saharan Africa, Oceania","Fair Trade Certified, BRC Certified, WRAP Certified",4.1,Open Account,68
SUP006166,Star PolyPack Trading Co,Steven Gallegos,Saudi Arabia,Dammam,"428 Commercial Street, Dammam, Saudi Arabia",+966-6829-39954,steven.gallegos@outlook.com,www.starpolypacktradingc.com,Plastics & Packaging,"Foam Packaging, Plastic Pipes, Plastic Containers, Packaging Films, Plastic Crates",Trading Company,2016,3166,57438,250 units,"Middle East, South Asia, Sub-Saharan Africa","BRC Certified, HACCP, Organic Certified",4.2,Open Account,78
SUP006167,MachineTech Enterprises AS,Roger-Sverre Hanssen,Norway,Oslo,"869 Industrial Area, Oslo, Norway",+47-0636-6924,enquiry@machinetechenterpris.no,www.machinetechenterpris.com,Machinery & Industrial Equipment,"Hydraulic Presses, Industrial Pumps, Generators, Welding Equipment, Air Compressors",Manufacturer,1982,954,3438723,660 pieces,"Eastern Europe, Southeast Asia, Western Europe","ISO 22000, HACCP",3.1,Net 30 Days,85
SUP006168,Riyadh Kids World LLC,Charles Frazier,Saudi Arabia,Dammam,"566 Main Road, Dammam, Saudi Arabia",+966-2475-15523,charles@gmail.com,www.riyadhkidsworldllc.com,Toys & Games,"Building Blocks, Educational Toys, Remote Control Cars, Action Figures",Distributor,2000,280,8795805,2660 units,"North America, Sub-Saharan Africa, CIS Countries, Southeast Asia",OEKO-TEX,4.4,Net 30 Days,30
SUP006169,Tanners Enterprises Group,Ruby Hudson,New Zealand,Auckland,"732 Commercial Street, Auckland, New Zealand",+64-6646-15148,sales@tannersenterprisesgr.com,www.tannersenterprisesgr.com,Leather Goods,"Leather Gloves, Leather Shoes, Leather Upholstery",Sole Proprietor Exporter,1992,538,58350,1613 pieces,"East Asia, Oceania, Eastern Europe, South Asia","RoHS Compliant, ISO 14001",4.4,Telegraphic Transfer (T/T),53
SUP006170,Reyes Paper Products Inc,Emily Gilbert,Philippines,Cebu City,"662 Market Road, Cebu City, Philippines",+63-35932-66020,enquiry@reyespaperproductsin.ph,www.reyespaperproductsin.com,Paper & Packaging,"Notebooks, Paper Bags, Printing Paper, Tissue Paper",Manufacturer & Exporter,2009,311,316726,144 pieces,"Oceania, Sub-Saharan Africa","Organic Certified, WRAP Certified, FSSAI",4.2,Letter of Credit (L/C),36
